"gillnet_pair <- rep(turtle_data[[1]], 2)",treatment <- ...,metric,value
2,Illuminated,Total target fish biomass CPUE,0
3,Illuminated,Total target fish biomass CPUE,0
4,Illuminated,Total target fish biomass CPUE,0
5,Illuminated,Total target fish biomass CPUE,0
6,Illuminated,Total target fish biomass CPUE,0.95412701300000002
7,Illuminated,Total target fish biomass CPUE,0
8,Illuminated,Total target fish biomass CPUE,0
9,Illuminated,Total target fish biomass CPUE,0
10,Illuminated,Total target fish biomass CPUE,2.631338511
11,Illuminated,Total target fish biomass CPUE,3.105054338
12,Illuminated,Total target fish biomass CPUE,0.53429506400000004
13,Illuminated,Total target fish biomass CPUE,0
14,Illuminated,Total target fish biomass CPUE,0
15,Illuminated,Total target fish biomass CPUE,0
16,Illuminated,Total target fish biomass CPUE,2.8633612679999998
17,Illuminated,Total target fish biomass CPUE,0
18,Illuminated,Total target fish biomass CPUE,0.439088647
19,Illuminated,Total target fish biomass CPUE,0.47358762399999998
20,Illuminated,Total target fish biomass CPUE,0
21,Illuminated,Total target fish biomass CPUE,0.56089999999999995
22,Illuminated,Total target fish biomass CPUE,8.5470085470000008
23,Illuminated,Total target fish biomass CPUE,4.8364153630000004
24,Illuminated,Total target fish biomass CPUE,0
25,Illuminated,Total target fish biomass CPUE,10.11750587
26,Illuminated,Total target fish biomass CPUE,13.8973
27,Illuminated,Total target fish biomass CPUE,12.882839089999999
28,Illuminated,Total target fish biomass CPUE,12.2923075
1,Control,Total primary target fish biomass CPUE,0
2,Control,Total primary target fish biomass CPUE,0
3,Control,Total primary target fish biomass CPUE,0
4,Control,Total primary target fish biomass CPUE,0
5,Control,Total primary target fish biomass CPUE,0
6,Control,Total primary target fish biomass CPUE,0
7,Control,Total primary target fish biomass CPUE,0
8,Control,Total primary target fish biomass CPUE,0
9,Control,Total primary target fish biomass CPUE,0
10,Control,Total primary target fish biomass CPUE,0.22962112514351318
11,Control,Total primary target fish biomass CPUE,2.4198427102238358
12,Control,Total primary target fish biomass CPUE,0.57957108084613163
13,Control,Total primary target fish biomass CPUE,0
14,Control,Total primary target fish biomass CPUE,0
15,Control,Total primary target fish biomass CPUE,0
16,Control,Total primary target fish biomass CPUE,0
17,Control,Total primary target fish biomass CPUE,0
18,Control,Total primary target fish biomass CPUE,0
19,Control,Total primary target fish biomass CPUE,0
20,Control,Total primary target fish biomass CPUE,1.3743815283122596
21,Control,Total primary target fish biomass CPUE,4.4451999999999998
22,Control,Total primary target fish biomass CPUE,0.82099999999999995
23,Control,Total primary target fish biomass CPUE,3.4174000000000002
24,Control,Total primary target fish biomass CPUE,0
25,Control,Total primary target fish biomass CPUE,5.3792999999999997
26,Control,Total primary target fish biomass CPUE,2.3012999999999999
27,Control,Total primary target fish biomass CPUE,13.942839622380525
28,Control,Total primary target fish biomass CPUE,12.281786877828054
1,Illuminated,Total primary target fish biomass CPUE,0
2,Illuminated,Total primary target fish biomass CPUE,0
3,Illuminated,Total primary target fish biomass CPUE,0
4,Illuminated,Total primary target fish biomass CPUE,0
5,Illuminated,Total primary target fish biomass CPUE,0
6,Illuminated,Total primary target fish biomass CPUE,0
7,Illuminated,Total primary target fish biomass CPUE,0
8,Illuminated,Total primary target fish biomass CPUE,0
9,Illuminated,Total primary target fish biomass CPUE,0
10,Illuminated,Total primary target fish biomass CPUE,1.5349474645957057
11,Illuminated,Total primary target fish biomass CPUE,0
12,Illuminated,Total primary target fish biomass CPUE,0.53429506444934205
13,Illuminated,Total primary target fish biomass CPUE,0
14,Illuminated,Total primary target fish biomass CPUE,0
15,Illuminated,Total primary target fish biomass CPUE,0
16,Illuminated,Total primary target fish biomass CPUE,1.0411999999999999
17,Illuminated,Total primary target fish biomass CPUE,0
18,Illuminated,Total primary target fish biomass CPUE,0
19,Illuminated,Total primary target fish biomass CPUE,0.47358762357677053
20,Illuminated,Total primary target fish biomass CPUE,0
21,Illuminated,Total primary target fish biomass CPUE,0.56090000000000007
22,Illuminated,Total primary target fish biomass CPUE,0.56979999999999997
23,Illuminated,Total primary target fish biomass CPUE,3.6983999999999999
24,Illuminated,Total primary target fish biomass CPUE,0
25,Illuminated,Total primary target fish biomass CPUE,10.117500000000001
26,Illuminated,Total primary target fish biomass CPUE,13.8973
27,Illuminated,Total primary target fish biomass CPUE,7.0490519202722401
28,Illuminated,Total primary target fish biomass CPUE,12.292307498943122
1,Control,Halibut target biomass CPUE,0
2,Control,Halibut target biomass CPUE,0
3,Control,Halibut target biomass CPUE,0
4,Control,Halibut target biomass CPUE,0
5,Control,Halibut target biomass CPUE,0
6,Control,Halibut target biomass CPUE,0
7,Control,Halibut target biomass CPUE,0
8,Control,Halibut target biomass CPUE,0
9,Control,Halibut target biomass CPUE,0
10,Control,Halibut target biomass CPUE,0
11,Control,Halibut target biomass CPUE,0
12,Control,Halibut target biomass CPUE,0.2898
13,Control,Halibut target biomass CPUE,0
14,Control,Halibut target biomass CPUE,0
15,Control,Halibut target biomass CPUE,0
16,Control,Halibut target biomass CPUE,0
17,Control,Halibut target biomass CPUE,0
18,Control,Halibut target biomass CPUE,0
19,Control,Halibut target biomass CPUE,0
20,Control,Halibut target biomass CPUE,0
21,Control,Halibut target biomass CPUE,4.4451999999999998
22,Control,Halibut target biomass CPUE,0.82099999999999995
23,Control,Halibut target biomass CPUE,3.4174000000000002
24,Control,Halibut target biomass CPUE,0
25,Control,Halibut target biomass CPUE,5.3792999999999997
26,Control,Halibut target biomass CPUE,2.3012999999999999
27,Control,Halibut target biomass CPUE,13.1959
28,Control,Halibut target biomass CPUE,7.7568999999999999
1,Illuminated,Halibut target biomass CPUE,0
2,Illuminated,Halibut target biomass CPUE,0
3,Illuminated,Halibut target biomass CPUE,0
4,Illuminated,Halibut target biomass CPUE,0
5,Illuminated,Halibut target biomass CPUE,0
6,Illuminated,Halibut target biomass CPUE,0
7,Illuminated,Halibut target biomass CPUE,0
8,Illuminated,Halibut target biomass CPUE,0
9,Illuminated,Halibut target biomass CPUE,0
10,Illuminated,Halibut target biomass CPUE,0
11,Illuminated,Halibut target biomass CPUE,0
12,Illuminated,Halibut target biomass CPUE,0
13,Illuminated,Halibut target biomass CPUE,0
14,Illuminated,Halibut target biomass CPUE,0
15,Illuminated,Halibut target biomass CPUE,0
16,Illuminated,Halibut target biomass CPUE,1.0411999999999999
17,Illuminated,Halibut target biomass CPUE,0
18,Illuminated,Halibut target biomass CPUE,0
19,Illuminated,Halibut target biomass CPUE,0
20,Illuminated,Halibut target biomass CPUE,0
21,Illuminated,Halibut target biomass CPUE,0.56089999999999995
22,Illuminated,Halibut target biomass CPUE,0.56979999999999997
23,Illuminated,Halibut target biomass CPUE,3.6983999999999999
24,Illuminated,Halibut target biomass CPUE,0
25,Illuminated,Halibut target biomass CPUE,10.1175
26,Illuminated,Halibut target biomass CPUE,13.8973
27,Illuminated,Halibut target biomass CPUE,4.8613999999999997
28,Illuminated,Halibut target biomass CPUE,9.0729000000000006
1,Control,Grouper target biomass CPUE,0
2,Control,Grouper target biomass CPUE,0
3,Control,Grouper target biomass CPUE,0
4,Control,Grouper target biomass CPUE,0
5,Control,Grouper target biomass CPUE,0
6,Control,Grouper target biomass CPUE,0
7,Control,Grouper target biomass CPUE,0
8,Control,Grouper target biomass CPUE,0
9,Control,Grouper target biomass CPUE,0
10,Control,Grouper target biomass CPUE,0.22962112500000001
11,Control,Grouper target biomass CPUE,2.4198427100000002
12,Control,Grouper target biomass CPUE,0.28977108099999999
13,Control,Grouper target biomass CPUE,0
14,Control,Grouper target biomass CPUE,0
15,Control,Grouper target biomass CPUE,0
16,Control,Grouper target biomass CPUE,0
17,Control,Grouper target biomass CPUE,0
18,Control,Grouper target biomass CPUE,0
19,Control,Grouper target biomass CPUE,0
20,Control,Grouper target biomass CPUE,1.374381528
21,Control,Grouper target biomass CPUE,0
22,Control,Grouper target biomass CPUE,0
23,Control,Grouper target biomass CPUE,0
24,Control,Grouper target biomass CPUE,0
25,Control,Grouper target biomass CPUE,0
26,Control,Grouper target biomass CPUE,0
27,Control,Grouper target biomass CPUE,0.74693962199999997
28,Control,Grouper target biomass CPUE,4.5248868780000002
1,Illuminated,Grouper target biomass CPUE,0
2,Illuminated,Grouper target biomass CPUE,0
3,Illuminated,Grouper target biomass CPUE,0
4,Illuminated,Grouper target biomass CPUE,0
5,Illuminated,Grouper target biomass CPUE,0
6,Illuminated,Grouper target biomass CPUE,0
7,Illuminated,Grouper target biomass CPUE,0
8,Illuminated,Grouper target biomass CPUE,0
9,Illuminated,Grouper target biomass CPUE,0
10,Illuminated,Grouper target biomass CPUE,1.5349474649999999
11,Illuminated,Grouper target biomass CPUE,0
12,Illuminated,Grouper target biomass CPUE,0.53429506400000004
13,Illuminated,Grouper target biomass CPUE,0
14,Illuminated,Grouper target biomass CPUE,0
15,Illuminated,Grouper target biomass CPUE,0
16,Illuminated,Grouper target biomass CPUE,0
17,Illuminated,Grouper target biomass CPUE,0
18,Illuminated,Grouper target biomass CPUE,0
19,Illuminated,Grouper target biomass CPUE,0.47358762399999998
20,Illuminated,Grouper target biomass CPUE,0
21,Illuminated,Grouper target biomass CPUE,0
22,Illuminated,Grouper target biomass CPUE,0
23,Illuminated,Grouper target biomass CPUE,0
24,Illuminated,Grouper target biomass CPUE,0
25,Illuminated,Grouper target biomass CPUE,0
26,Illuminated,Grouper target biomass CPUE,0
27,Illuminated,Grouper target biomass CPUE,2.18765192
28,Illuminated,Grouper target biomass CPUE,3.2194074989999999
1,Control,Total secondary target fish biomass CPUE,0
2,Control,Total secondary target fish biomass CPUE,0
3,Control,Total secondary target fish biomass CPUE,0
4,Control,Total secondary target fish biomass CPUE,0
5,Control,Total secondary target fish biomass CPUE,0
6,Control,Total secondary target fish biomass CPUE,0
7,Control,Total secondary target fish biomass CPUE,0
8,Control,Total secondary target fish biomass CPUE,0
9,Control,Total secondary target fish biomass CPUE,0
10,Control,Total secondary target fish biomass CPUE,1.8369802529999999
11,Control,Total secondary target fish biomass CPUE,2.661853963
12,Control,Total secondary target fish biomass CPUE,0
13,Control,Total secondary target fish biomass CPUE,0
14,Control,Total secondary target fish biomass CPUE,1.1796765300000001
15,Control,Total secondary target fish biomass CPUE,0
16,Control,Total secondary target fish biomass CPUE,0
17,Control,Total secondary target fish biomass CPUE,0
18,Control,Total secondary target fish biomass CPUE,0
19,Control,Total secondary target fish biomass CPUE,0
20,Control,Total secondary target fish biomass CPUE,0.27487630600000001
21,Control,Total secondary target fish biomass CPUE,0
22,Control,Total secondary target fish biomass CPUE,0
23,Control,Total secondary target fish biomass CPUE,3.7021772550000001
24,Control,Total secondary target fish biomass CPUE,0.98099999999999998
25,Control,Total secondary target fish biomass CPUE,0
26,Control,Total secondary target fish biomass CPUE,0
27,Control,Total secondary target fish biomass CPUE,13.69392641
28,Control,Total secondary target fish biomass CPUE,0
1,Illuminated,Total secondary target fish biomass CPUE,1.333926189
2,Illuminated,Total secondary target fish biomass CPUE,0
3,Illuminated,Total secondary target fish biomass CPUE,0
4,Illuminated,Total secondary target fish biomass CPUE,0
5,Illuminated,Total secondary target fish biomass CPUE,0
6,Illuminated,Total secondary target fish biomass CPUE,0.95412701300000002
7,Illuminated,Total secondary target fish biomass CPUE,0
8,Illuminated,Total secondary target fish biomass CPUE,0
9,Illuminated,Total secondary target fish biomass CPUE,0
10,Illuminated,Total secondary target fish biomass CPUE,1.0963910459999999
11,Illuminated,Total secondary target fish biomass CPUE,3.105054338
12,Illuminated,Total secondary target fish biomass CPUE,0
13,Illuminated,Total secondary target fish biomass CPUE,0
14,Illuminated,Total secondary target fish biomass CPUE,0
15,Illuminated,Total secondary target fish biomass CPUE,0
16,Illuminated,Total secondary target fish biomass CPUE,1.8221612679999999
17,Illuminated,Total secondary target fish biomass CPUE,0
18,Illuminated,Total secondary target fish biomass CPUE,0.439088647
19,Illuminated,Total secondary target fish biomass CPUE,0
20,Illuminated,Total secondary target fish biomass CPUE,0
21,Illuminated,Total secondary target fish biomass CPUE,0
22,Illuminated,Total secondary target fish biomass CPUE,7.977208547
23,Illuminated,Total secondary target fish biomass CPUE,1.1380153630000001
24,Illuminated,Total secondary target fish biomass CPUE,0
25,Illuminated,Total secondary target fish biomass CPUE,5.8699999999999997E-6
26,Illuminated,Total secondary target fish biomass CPUE,0
27,Illuminated,Total secondary target fish biomass CPUE,5.8337871699999999
28,Illuminated,Total secondary target fish biomass CPUE,0
1,Control,Market value of total target fish value MVPUE,0
2,Control,Market value of total target fish value MVPUE,0
3,Control,Market value of total target fish value MVPUE,0
4,Control,Market value of total target fish value MVPUE,0
5,Control,Market value of total target fish value MVPUE,0
6,Control,Market value of total target fish value MVPUE,0
7,Control,Market value of total target fish value MVPUE,0
8,Control,Market value of total target fish value MVPUE,0
9,Control,Market value of total target fish value MVPUE,0
10,Control,Market value of total target fish value MVPUE,4.1331802525832373
11,Control,Market value of total target fish value MVPUE,17.422867513611617
12,Control,Market value of total target fish value MVPUE,2.3181686467690525
13,Control,Market value of total target fish value MVPUE,0
14,Control,Market value of total target fish value MVPUE,0.58982550995330552
15,Control,Market value of total target fish value MVPUE,0
16,Control,Market value of total target fish value MVPUE,0
17,Control,Market value of total target fish value MVPUE,0
18,Control,Market value of total target fish value MVPUE,0
19,Control,Market value of total target fish value MVPUE,0
20,Control,Market value of total target fish value MVPUE,7.0643210555250135
21,Control,Market value of total target fish value MVPUE,13.335700008489159
22,Control,Market value of total target fish value MVPUE,0.9852591246702499
23,Control,Market value of total target fish value MVPUE,13.726544948264404
24,Control,Market value of total target fish value MVPUE,1.1768551814318404
25,Control,Market value of total target fish value MVPUE,16.137784593606231
26,Control,Market value of total target fish value MVPUE,6.903899424675048
27,Control,Market value of total target fish value MVPUE,54.217857389860988
28,Control,Market value of total target fish value MVPUE,44.602456367162254
1,Illuminated,Market value of total target fish value MVPUE,2.6678523788350401
2,Illuminated,Market value of total target fish value MVPUE,0
3,Illuminated,Market value of total target fish value MVPUE,0
4,Illuminated,Market value of total target fish value MVPUE,0
5,Illuminated,Market value of total target fish value MVPUE,0
6,Illuminated,Market value of total target fish value MVPUE,0.47704233750745401
7,Illuminated,Market value of total target fish value MVPUE,0
8,Illuminated,Market value of total target fish value MVPUE,0
9,Illuminated,Market value of total target fish value MVPUE,0
10,Illuminated,Market value of total target fish value MVPUE,7.6747373229785287
11,Illuminated,Market value of total target fish value MVPUE,3.3677897055506163
12,Illuminated,Market value of total target fish value MVPUE,2.6714753222467102
13,Illuminated,Market value of total target fish value MVPUE,0
14,Illuminated,Market value of total target fish value MVPUE,0
15,Illuminated,Market value of total target fish value MVPUE,0
16,Illuminated,Market value of total target fish value MVPUE,4.0347363321499099
17,Illuminated,Market value of total target fish value MVPUE,0
18,Illuminated,Market value of total target fish value MVPUE,0.21954432355954501
19,Illuminated,Market value of total target fish value MVPUE,2.3679381178838526
20,Illuminated,Market value of total target fish value MVPUE,0
21,Illuminated,Market value of total target fish value MVPUE,1.6826885623919108
22,Illuminated,Market value of total target fish value MVPUE,6.3247863247863254
23,Illuminated,Market value of total target fish value MVPUE,12.460881934566144
24,Illuminated,Market value of total target fish value MVPUE,0
25,Illuminated,Market value of total target fish value MVPUE,30.352517603092977
26,Illuminated,Market value of total target fish value MVPUE,41.691903224732933
27,Illuminated,Market value of total target fish value MVPUE,34.175984443364115
28,Illuminated,Market value of total target fish value MVPUE,43.315664531234752
1,Control,Haulback time per 100 m net,2.8901734104046244
2,Control,Haulback time per 100 m net,8.2051282051282062
3,Control,Haulback time per 100 m net,17.894736842105264
4,Control,Haulback time per 100 m net,10.457516339869281
5,Control,Haulback time per 100 m net,10.404624277456648
6,Control,Haulback time per 100 m net,13.06532663316583
7,Control,Haulback time per 100 m net,8.5561497326203195
8,Control,Haulback time per 100 m net,28.571428571428569
9,Control,Haulback time per 100 m net,12.716763005780347
10,Control,Haulback time per 100 m net,13.846153846153847
11,Control,Haulback time per 100 m net,12.631578947368421
12,Control,Haulback time per 100 m net,15.032679738562091
13,Control,Haulback time per 100 m net,14.450867052023122
14,Control,Haulback time per 100 m net,12.820512820512821
15,Control,Haulback time per 100 m net,8.4210526315789469
16,Control,Haulback time per 100 m net,29.411764705882351
17,Control,Haulback time per 100 m net,7.5144508670520231
18,Control,Haulback time per 100 m net,5.1282051282051286
19,Control,Haulback time per 100 m net,11.052631578947368
20,Control,Haulback time per 100 m net,6.5359477124183005
21,Control,Haulback time per 100 m net,18.497109826589597
22,Control,Haulback time per 100 m net,4.0201005025125625
23,Control,Haulback time per 100 m net,3.2085561497326203
24,Control,Haulback time per 100 m net,2.4844720496894408
25,Control,Haulback time per 100 m net,12.716763005780347
26,Control,Haulback time per 100 m net,8.2051282051282062
27,Control,Haulback time per 100 m net,41.05263157894737
28,Control,Haulback time per 100 m net,20.261437908496731
1,Illuminated,Haulback time per 100 m net,2.3121387283236996
2,Illuminated,Haulback time per 100 m net,3.0150753768844223
3,Illuminated,Haulback time per 100 m net,2.1390374331550799
4,Illuminated,Haulback time per 100 m net,3.1055900621118009
5,Illuminated,Haulback time per 100 m net,4.0462427745664744
6,Illuminated,Haulback time per 100 m net,5.6410256410256414
7,Illuminated,Haulback time per 100 m net,7.8947368421052637
8,Illuminated,Haulback time per 100 m net,9.1503267973856204
9,Illuminated,Haulback time per 100 m net,10.404624277456648
10,Illuminated,Haulback time per 100 m net,3.0150753768844223
11,Illuminated,Haulback time per 100 m net,5.3475935828877006
12,Illuminated,Haulback time per 100 m net,6.8322981366459627
13,Illuminated,Haulback time per 100 m net,9.8265895953757223
14,Illuminated,Haulback time per 100 m net,6.0301507537688446
15,Illuminated,Haulback time per 100 m net,5.8823529411764701
16,Illuminated,Haulback time per 100 m net,3.1055900621118009
17,Illuminated,Haulback time per 100 m net,2.8901734104046244
18,Illuminated,Haulback time per 100 m net,3.0150753768844223
19,Illuminated,Haulback time per 100 m net,2.1390374331550799
20,Illuminated,Haulback time per 100 m net,3.1055900621118009
21,Illuminated,Haulback time per 100 m net,4.6242774566473992
22,Illuminated,Haulback time per 100 m net,5.1282051282051286
23,Illuminated,Haulback time per 100 m net,2.1052631578947367
24,Illuminated,Haulback time per 100 m net,2.6143790849673203
25,Illuminated,Haulback time per 100 m net,7.5144508670520231
26,Illuminated,Haulback time per 100 m net,8.5427135678391952
27,Illuminated,Haulback time per 100 m net,13.90374331550802
28,Illuminated,Haulback time per 100 m net,13.043478260869565
